,License Type,License Creation Date,Business Name,Address Building,Address Street Name,Address ZIP,Census Tract,Longitude,Latitude,Location
766,Business,2009-02-25,JTN RIVIERA CORP.,1113,1ST AVE,10065,36061011000,-73.96101106,40.76095627,"(40.76095626664971, -73.9610110616528)"
767,Business,2006-02-27,62nd & 1st LLC,1125,1ST AVE,10065,36061011000,-73.9607943,40.76124988,"(40.76124988064507, -73.96079430365263)"
768,Business,2005-01-06,CHINA 1221 INC.,1221,2ND AVE,10065,36061011000,-73.96213939,40.76364649,"(40.76364649115608, -73.9621393851123)"
769,Business,2003-03-10,ACROPOL REST. CORP.,1133,1ST AVE,10065,36061011000,-73.96054864,40.7615874,"(40.76158740021895, -73.96054863945758)"
770,Business,2009-04-29,ALPHA FUSION INC.,365,W 34TH ST,10001,36061011100,-73.99518517,40.75292341,"(40.752923405753734, -73.99518517080372)"
771,Business,2016-05-24,CHEZ JOSEPHINE LTD.,414,W 42ND ST,10036,36061011500,-73.99332579,40.75871198,"(40.758711981035646, -73.99332579245478)"
772,Business,2010-09-27,523 9TH AVENUE INC.,523,9TH AVE,10018,36061011500,-73.99396128,40.75662327,"(40.756623265427734, -73.9939612768582)"
773,Business,2006-12-16,CHEZ JOSEPHINE LTD.,414,W 42ND ST,10036,36061011500,-73.99332579,40.75871198,"(40.758711981035646, -73.99332579245478)"
774,Business,2007-04-10,PQ FIRST INC.,1270,1ST AVE,10065,36061011600,-73.95769444,40.76546471,"(40.76546470874456, -73.95769444489426)"
775,Business,2017-12-13,"CAMGT 510 W 42 RESTAURANT OPERATING, LLC",510,W 42ND ST,10036,36061011700,-73.99654912,40.76007077,"(40.76007077094098, -73.99654912245957)"
776,Business,2018-06-20,1304A SECOND AVENUE ASSOCIATES LLC,1304A,2ND AVE,10065,36061011800,-73.95997168,40.76657989,"(40.76657988750778, -73.95997168294379)"
777,Business,2014-11-13,1268 2ND AVE LLC,1268,2ND AVE,10065,36061011800,-73.96088937,40.7653286,"(40.76532860053046, -73.9608893724072)"
778,Business,2014-06-19,SL & H EXPRESS CORP.,1228,2ND AVE,10065,36061011800,-73.96186483,40.76399224,"(40.76399223814884, -73.96186483484883)"
779,Business,2008-10-09,FRESCO BAGEL LLC,1239,1ST AVE,10065,36061011800,-73.95843872,40.76447962,"(40.76447961725982, -73.95843871906166)"
780,Business,2006-03-23,1226 SECOND AVENUE REALTY CORP.,1226,2ND AVE,10065,36061011800,-73.96190458,40.76393736,"(40.76393735644926, -73.96190457533142)"
781,Business,2005-01-11,1236 SECOND AVENUE REST. CORP.,1236,2ND AVE,10065,36061011800,-73.96170587,40.76421176,"(40.76421176480558, -73.96170587226354)"
782,Business,2005-01-07,MA. VI. DO. REST. INC.,1260,2ND AVE,10065,36061011800,-73.96107002,40.76507889,"(40.76507889020247, -73.96107001786066)"
783,Business,2018-04-19,SA THIRD AVE CAFE LLC,1136,3RD AVE,10065,36061012000,-73.96322818,40.76616377,"(40.76616377219677, -73.96322818471523)"
784,Business,2018-03-14,"WMW REST II, LLC",644,10TH AVE,10036,36061012100,-73.99383085,40.76186572,"(40.7618657195745, -73.99383084868909)"
785,Business,2017-05-10,"R & R WESTSIDE, LLC",356,W 44TH ST,10036,36061012100,-73.99040914,40.75918387,"(40.75918387112639, -73.99040914272605)"
786,Business,2016-08-08,AIO GOURMET LLC,652,10TH AVE,10036,36061012100,-73.99366839,40.76208529,"(40.762085290193106, -73.99366838673413)"
787,Business,2015-09-03,HONO LLC,356,W 44TH ST,10036,36061012100,-73.99040914,40.75918387,"(40.75918387112639, -73.99040914272605)"
788,Business,2015-06-04,WESTWAY DINER INC,614,9TH AVE,10036,36061012100,-73.99184936,40.7594859,"(40.75948590386457, -73.99184935870814)"
789,Business,2014-09-25,BKUK CORPORATION,654,9TH AVE,10036,36061012100,-73.9909215,40.76075665,"(40.76075665079786, -73.99092149958254)"
790,Business,2014-07-17,"WMW RESTAURANT GROUP, LLC",628,10TH AVE,10036,36061012100,-73.99423519,40.7613113,"(40.76131130241803, -73.99423519447933)"
791,Business,2014-06-19,407 WEST 42ND STREET CORPORATION,407,W 42ND ST,10036,36061012100,-73.99305147,40.7586159,"(40.75861589876731, -73.99305147052856)"
792,Business,2014-05-13,658 THAI CORP.,658,9TH AVE,10036,36061012100,-73.99085290000002,40.76084722,"(40.76084722190359, -73.99085290205149)"
793,Business,2013-05-15,PIO PIO OCHO INC.,604,10TH AVE,10036,36061012100,-73.99476228,40.76058672,"(40.760586715350264, -73.99476227813854)"
794,Business,2011-12-21,"SHNY RESTAURANT GROUP, LLC",645,9TH AVE,10036,36061012100,-73.99110924,40.76053434,"(40.76053434121948, -73.99110923582681)"
795,Business,2010-03-11,"300 WEST 46TH STREET, CORP",300,W 46TH ST,10036,36061012100,-73.98835511,40.75996319,"(40.759963189075535, -73.98835511193052)"
796,Business,2010-02-25,"MR BIGGS BAR & GRILL, INC",596,10TH AVE,10036,36061012100,-73.99490307,40.76039184,"(40.76039184487642, -73.99490307261837)"
797,Business,2010-02-24,HELL'S KITCHEN CREAM & SUGAR INC.,626,10TH AVE,10036,36061012100,-73.9942713,40.7612619,"(40.76126189884153, -73.99427129644627)"
798,Business,2008-06-18,"PROGETTO, INC.",352,W 44TH ST,10036,36061012100,-73.99032974,40.75915093,"(40.75915092755943, -73.99032973506591)"
799,Business,2008-05-13,THOMPSON REST. INC.,358,W 44TH ST,10036,36061012100,-73.99045246,40.75920034,"(40.75920034318852, -73.99045245624292)"
800,Business,2008-02-25,"LA SCALA RESTAURANT, LLC",630,9TH AVE,10036,36061012100,-73.99144861,40.76003757,"(40.76003756831987, -73.99144861419562)"
801,Business,2008-02-21,THE EMERA GROUP INCORPORATED,610,10TH AVE,10036,36061012100,-73.99465758,40.76073218,"(40.760732181945045, -73.99465758422818)"
802,Business,2007-04-16,"10TH AVENUE GROUP, INC.",622,10TH AVE,10036,36061012100,-73.9943435,40.76116309,"(40.761163091653515, -73.99434350021946)"
803,Business,2007-04-15,"KIWIS' HISTORICAL BUILDING, LTD.",626,10TH AVE,10036,36061012100,-73.9942713,40.7612619,"(40.76126189884153, -73.99427129644627)"
804,Business,2007-02-14,PONENTE LLC,628,9TH AVE,10036,36061012100,-73.99148833,40.75998542,"(40.759985421130466, -73.9914883275898)"
805,Business,2006-04-20,PORTICI RESTAURANT INC,621,9TH AVE,10036,36061012100,-73.99176271,40.7596396,"(40.75963960335901, -73.9917627075517)"
806,Business,2005-06-17,DANA'S LLC,630,9TH AVE,10036,36061012100,-73.99144861,40.76003757,"(40.76003756831987, -73.99144861419562)"
807,Business,2005-03-03,HORSESHOES NY INC.,611,9TH AVE,10036,36061012100,-73.99196127,40.75936789,"(40.75936788773882, -73.99196127280986)"
808,Business,2005-02-11,659 REST. INC.,659,9TH AVE,10036,36061012100,-73.99089983,40.76081978,"(40.76081977818648, -73.99089983250732)"
809,Business,2011-07-28,"768 MAD RESTAURANT, LLC",768,MADISON AVE,10065,36061012200,-73.96832837,40.76783134,"(40.76783134492326, -73.96832837123738)"
810,Business,2006-08-14,THIERRY INC.,19,E 69TH ST,10021,36061012200,-73.96661621,40.76975767,"(40.769757669255945, -73.96661620619447)"
811,Business,2005-06-15,PK & SON LLC,27,E 65TH ST,10065,36061012200,-73.96844056,40.76725498,"(40.76725498013537, -73.96844055824718)"
812,Business,2012-02-28,"EAST SIDE BURGERS, LLC",1370,1ST AVE,10021,36061012400,-73.95538192,40.76863401,"(40.76863401246622, -73.95538192341047)"
813,Business,2018-09-26,"1395 SECOND AVENUE RESTAURANT, LLC",1395,2ND AVE,10021,36061012600,-73.95800609,40.76930472,"(40.769304715450126, -73.958006093444)"
814,Business,2017-08-03,SUSHI GAMA CORP,1403,2ND AVE,10021,36061012600,-73.95776761,40.76963125,"(40.769631252364256, -73.95776761281374)"
815,Business,2017-06-27,GREAT LAKES NY NY INC,1329,2ND AVE,10021,36061012600,-73.95926349,40.76759245,"(40.76759244876177, -73.95926349229445)"
816,Business,2017-05-25,SWEETGREEN NEW YORK LLC,1321,1ST AVE,10021,36061012600,-73.95657433,40.76702879,"(40.767028794652695, -73.95657432590978)"
817,Business,2017-05-24,ESQUINA NYC 1402SECOND LLC,1402,2ND AVE,10021,36061012600,-73.95793023,40.76937879999999,"(40.769378795761845, -73.95793023233308)"
818,Business,2017-03-21,"ROSSINI, LLC",1325,2ND AVE,10021,36061012600,-73.95944415,40.76734274,"(40.767342741067026, -73.95944414998446)"
819,Business,2015-06-15,1317 RESTAURANT CO LLC,1317,1ST AVE,10021,36061012600,-73.95663936,40.76694099,"(40.76694098742958, -73.95663936455544)"
820,Business,2012-01-27,TGD GROUP INC.,233,E 70TH ST,10021,36061012600,-73.96037881,40.76794691,"(40.76794690927096, -73.96037880621162)"
821,Business,2011-04-28,GOTHAM YARD CORP.,1359,1ST AVE,10021,36061012600,-73.95558787,40.76838707,"(40.768387065380644, -73.95558786773177)"
822,Business,2011-01-31,ALA TURK INC,1417,2ND AVE,10021,36061012600,-73.95751829,40.76997974,"(40.76997974269068, -73.95751828511808)"
823,Business,2010-07-07,SHALIZAR LLC,1407,2ND AVE,10021,36061012600,-73.95769896,40.76973004,"(40.769730037821354, -73.95769895582774)"
824,Business,2009-04-27,ALA TURK INC,1417,2ND AVE,10021,36061012600,-73.95751829,40.76997974,"(40.76997974269068, -73.95751828511808)"
825,Business,2008-05-16,"NEW KO-SUSHI JAPANESE RESTAURANT, INC.",1329,2ND AVE,10021,36061012600,-73.95925988,40.76759245,"(40.767592447485285, -73.95925988218262)"
826,Business,2007-04-16,"MICHAEL KING, INC.",1361,1ST AVE,10021,36061012600,-73.95543972,40.76858463,"(40.768584629503174, -73.95543971915835)"
827,Business,2007-04-15,LIVING BREAD LLC,1321,1ST AVE,10021,36061012600,-73.95657433,40.76702879,"(40.767028794652695, -73.95657432590978)"
828,Business,2006-03-06,EP PROPERTIES LTD.,1347,2ND AVE,10021,36061012600,-73.95893831,40.76803149,"(40.76803149186254, -73.95893831146915)"
829,Business,2006-02-22,C.S.L.L. REST. CORP.,1271,3RD AVE,10021,36061012600,-73.95999455,40.77057349,"(40.77057349288746, -73.95999455447743)"
830,Business,2006-01-20,"1326 RESTAURANT, LLC",1326,2ND AVE,10021,36061012600,-73.95937553,40.76739487,"(40.76739486697006, -73.95937552630646)"
831,Business,2017-06-14,688 10TH AVE RESTAURANT CORP,688,10TH AVE,10019,36061012700,-73.99258889,40.76356464,"(40.763564642052444, -73.99258888782252)"
832,Business,2015-10-09,787 EIGHTH AVE CORP,787,8TH AVE,10036,36061012700,-73.98712402,40.76090176,"(40.76090176035212, -73.98712402322151)"
833,Business,2015-07-24,701 RESTAURANT LLC,701,9TH AVE,10019,36061012700,-73.98980224,40.76233478,"(40.76233478443831, -73.98980223802569)"
834,Business,2015-06-18,003 VENUS TACOS LLC,705,9TH AVE,10019,36061012700,-73.98973003,40.76243084,"(40.762430844020244, -73.98973002666872)"
835,Business,2014-09-23,"AHMN, INC",690,9TH AVE,10036,36061012700,-73.99008026,40.76191761,"(40.76191760779763, -73.99008025685687)"
836,Business,2012-07-03,LANA RESTAURANT LLC,686,9TH AVE,10036,36061012700,-73.99014164,40.76182978,"(40.76182978129157, -73.99014163653534)"
837,Business,2012-03-08,AURA LLC,350,W 49TH ST,10019,36061012700,-73.98800456,40.7622605,"(40.76226050323076, -73.98800455742398)"
838,Business,2012-02-10,"ANEJO, LLC",668,10TH AVE,10036,36061012700,-73.9932171,40.76270832,"(40.76270832110903, -73.99321709657016)"
839,Business,2010-05-25,CORNER 47TH RESTAURANT CORP.,683,9TH AVE,10036,36061012700,-73.99025717,40.76170628,"(40.76170627768474, -73.99025716819763)"
840,Business,2009-07-01,NINTH AVE. KITCHEN CORP.,662,9TH AVE,10036,36061012700,-73.99068321,40.76108051,"(40.761080511488096, -73.99068321132728)"
841,Business,2009-02-27,NAHM INC.,690,9TH AVE,10036,36061012700,-73.99008026,40.76191761,"(40.76191760779763, -73.99008025685687)"
842,Business,2007-03-06,P & A 665 RESTAURANT CORP.,665,9TH AVE,10036,36061012700,-73.99070126,40.76108875,"(40.761088747176075, -73.99070125897393)"
843,Business,2006-12-16,C.A.P. RESTAURANT CORP.,303,W 48TH ST,10036,36061012700,-73.98747772,40.7612394,"(40.761239402765874, -73.98747771520519)"
844,Business,2017-11-15,"ANGELO VIVOLO RESTAURANT ASSOCIATES, INC.",140,E 74TH ST,10021,36061012800,-73.96152818,40.77184757,"(40.77184757425288, -73.96152818498409)"
845,Business,2014-05-08,"LEX73, LLC",1022,LEXINGTON AVE,10021,36061012800,-73.96179583,40.77100777,"(40.77100777307799, -73.96179583215815)"
846,Business,2013-07-15,BRASSERIE COGNAC EAST CORP.,963,LEXINGTON AVE,10021,36061012800,-73.9630821,40.76920215,"(40.76920215357638, -73.96308209909074)"
847,Business,2013-02-27,"ANGELO VIVOLO RESTAURANT ASSOCIATES, INC.",138,E 74TH ST,10021,36061012800,-73.96157511,40.77186955,"(40.77186954782318, -73.96157510676753)"
848,Business,2011-04-20,MJAJ FOOD CORP.,1055,LEXINGTON AVE,10021,36061012800,-73.96084558,40.77227278,"(40.77227277887, -73.9608455801143)"
849,Business,2006-02-27,TERMINUS RESTAURANT ASSOCIATES LLC,1057,LEXINGTON AVE,10021,36061012800,-73.96070466,40.77246486,"(40.7724648626238, -73.96070466248648)"
850,Business,2005-02-28,"ANGELO VIVOLO RESTAURANT ASSOCIATES, INC.",140,E 74TH ST,10021,36061012800,-73.96152818,40.77184757,"(40.77184757425288, -73.96152818498409)"
851,Business,2005-02-11,LENOX ROOM CORP.,1278,3RD AVE,10021,36061012800,-73.9599042,40.77072991,"(40.77072991164185, -73.9599042034475)"
852,Business,2015-06-05,"WEST SIDE STEAKHOUSE, LLC",597,10TH AVE,10036,36061012900,-73.99484531,40.76050987,"(40.76050986627776, -73.99484530793359)"
853,Business,2015-05-15,"EL ORIGINAL NYC, LLC",735,10TH AVE,10019,36061012900,-73.99186678,40.76459387,"(40.76459387161195, -73.99186678335728)"
854,Business,2014-06-10,DAILY ROADSIDE LLC,600,11TH AVE,10036,36061012900,-73.99712296,40.76245871,"(40.762458713278086, -73.99712296233649)"
855,Business,2014-01-30,BRICK HOUSE SALOON CORP.,735,10TH AVE,10019,36061012900,-73.99186678,40.76459387,"(40.76459387161195, -73.99186678335728)"
856,Business,2012-04-11,667 TENTH AVENUE CORP,667,10TH AVE,10036,36061012900,-73.99336512,40.76253541,"(40.76253541094182, -73.99336511754211)"
857,Business,2016-12-07,LADUREE MADISON LLC,864,MADISON AVE,10021,36061013000,-73.96613188,40.77084444,"(40.77084444483743, -73.96613188271341)"
858,Business,2014-06-06,EAT MADISON LLC,922,MADISON AVE,10021,36061013000,-73.96478066,40.77269674,"(40.77269673864628, -73.96478065512449)"
859,Business,2013-09-26,"IL TROVATORE, LLC",903,MADISON AVE,10021,36061013000,-73.96509862,40.77222474,"(40.7722247403148, -73.96509861674427)"
860,Business,2010-08-09,"76TH STREET RESTAURANT , LLC",20,E 76TH ST,10021,36061013000,-73.96414059,40.77460688,"(40.77460687912558, -73.96414058766912)"
861,Business,2018-09-04,834 7TH AVENUE LLC,834,7TH AVE,10019,36061013100,-73.98163292,40.76333835,"(40.76333834746232, -73.98163292212682)"
862,Business,2017-02-13,STEAK N SHAKE INC,1695,BROADWAY,10019,36061013100,-73.98269415,40.76362671,"(40.76362670970848, -73.98269415242238)"
863,Business,2016-05-09,BLT STEAK 52ND ST LLC,135,W 52ND ST,10019,36061013100,-73.98088253,40.7617353,"(40.76173529562472, -73.98088252685875)"
864,Business,2013-08-06,834 7TH AVENUE LLC,834,7TH AVE,10019,36061013100,-73.98163292,40.76333835,"(40.76333834746232, -73.98163292212682)"
865,Business,2012-11-29,ON 54TH LLC,230,W 54TH ST,10019,36061013100,-73.98278426,40.76415371,"(40.764153713708126, -73.98278426363514)"
866,Business,2012-04-17,"SHELBURNE BAR AND GRILL, INC.",837,7TH AVE,10019,36061013100,-73.98152821,40.76344812,"(40.763448120415795, -73.98152820511292)"
867,Business,2009-09-29,TREL RESTAURANT INC.,800,7TH AVE,10019,36061013100,-73.98229377,40.76244092,"(40.76244092009588, -73.9822937690551)"
868,Business,2007-06-06,1650 BROADWAY ASSOCIATES INC.,1650,BROADWAY,10019,36061013100,-73.98368367,40.76196354,"(40.761963540070525, -73.98368367172816)"
869,Business,2006-12-16,"IGUANA NEW YORK, LTD.",240,W 54TH ST,10019,36061013100,-73.98296474,40.76423059,"(40.76423059331305, -73.98296474026604)"
870,Business,2006-03-23,"54TH STREET BAKERY, LLC",839,7TH AVE,10019,36061013100,-73.98149209,40.76349478,"(40.763494775240304, -73.98149209327183)"
871,Business,2018-06-01,UPNORTH BURGER LLC,453,E 78TH ST,10075,36061013200,-73.95199376,40.7711633,"(40.77116330093781, -73.95199376152893)"
872,Business,2018-05-16,1494 FIRST AVE RESTAURANT CORP,1494,1ST AVE,10075,36061013200,-73.95324626,40.77155906,"(40.77155905845877, -73.9532462599786)"
873,Business,2017-04-07,OLA' NYC INC,453,E 78TH ST,10075,36061013200,-73.95199376,40.7711633,"(40.77116330093781, -73.95199376152893)"
874,Business,2016-08-15,HERM LLC,1479,YORK AVE,10075,36061013200,-73.95074835,40.77097339,"(40.770973388278506, -73.9507483462918)"
875,Business,2014-01-16,"SALTOTO, INC.",1477,YORK AVE,10075,36061013200,-73.9507881,40.77092126,"(40.77092125520975, -73.95078809807279)"
876,Business,2013-03-12,GENMARK RESTAURANT INC.,1453,YORK AVE,10075,36061013200,-73.95130489,40.77021608,"(40.77021607663978, -73.95130488563149)"
877,Business,2012-03-27,"CLGM, INC.",1481,YORK AVE,10075,36061013200,-73.9507122,40.77102827,"(40.77102826761633, -73.95071220271493)"
878,Business,2011-06-27,UNCLE ABIES DELI ON FIRST INC.,1442,1ST AVE,10021,36061013200,-73.95463753,40.76965477,"(40.769654765206866, -73.95463753329575)"
879,Business,2006-02-22,THREE STAR ON FIRST INC.,1462,1ST AVE,10075,36061013200,-73.95403406,40.77048069,"(40.770480692768984, -73.95403405574395)"
880,Business,2017-12-11,AGGIEPOLO INC,761,9TH AVE,10019,36061013300,-73.98840129,40.76425323,"(40.764253226845604, -73.9884012909641)"
881,Business,2015-06-04,MANTA LLC,809,9TH AVE,10019,36061013300,-73.98732164,40.76573527,"(40.76573527361603, -73.98732163940085)"
882,Business,2015-02-26,MORNINGSIDE TERRACE CORP,772,9TH AVE,10019,36061013300,-73.9882352,40.76444534,"(40.764445341942434, -73.9882352001912)"
883,Business,2014-04-25,"HIGHLANDERS 756, INC",756,9TH AVE,10019,36061013300,-73.98862516,40.76391565,"(40.76391564589152, -73.98862516435561)"
884,Business,2014-04-22,7 WASHINGTON LANE CORP,369,W 51ST ST,10019,36061013300,-73.98784905,40.76384969,"(40.76384969283742, -73.98784904510303)"
885,Business,2013-02-20,"MEDI WINEBAR, LLC",811,9TH AVE,10019,36061013300,-73.98728192,40.76579016,"(40.765790164066146, -73.98728191879162)"
886,Business,2012-06-27,STOKES & MCGINLEY INC,800,9TH AVE,10019,36061013300,-73.98750219,40.76545533,"(40.76545532971392, -73.98750219251181)"
887,Business,2012-04-27,ISLAND REST I CORP.,766,9TH AVE,10019,36061013300,-73.98834352,40.76429988,"(40.76429988162937, -73.98834352389885)"
888,Business,2010-07-01,COVADONGA INC.,763,9TH AVE,10019,36061013300,-73.98836879,40.76429714,"(40.76429713944133, -73.98836879391418)"
889,Business,2009-02-27,401 W 50 TAVERN INC.,401,W 50TH ST,10019,36061013300,-73.98936885,40.76367143,"(40.7636714348619, -73.98936884540387)"
890,Business,2007-04-25,772 NINTH RESTAURANT CORP.,772,9TH AVE,10019,36061013300,-73.9882352,40.76444534,"(40.764445341942434, -73.9882352001912)"
891,Business,2005-08-09,"ARRIBA ARRIBA MEXICAN RESTAURANTS, INC.",762,9TH AVE,10019,36061013300,-73.98841574,40.76420382,"(40.76420382294298, -73.98841573928193)"
892,Business,2005-03-07,953 ASSOCIATES LLC,798,9TH AVE,10019,36061013300,-73.9876358,40.76526596,"(40.76526595696195, -73.9876357975349)"
893,Business,2018-07-03,STAX77 LLC,1485,2ND AVE,10075,36061013400,-73.95586329,40.77224628,"(40.772246275453575, -73.95586329212367)"
894,Business,2017-07-21,"BACON & BAGELS, LLC",1496,2ND AVE,10075,36061013400,-73.95561397,40.77255634,"(40.77255633518729, -73.95561397028379)"
895,Business,2017-06-02,TUMMA KHAKUEN INC,1439,2ND AVE,10021,36061013400,-73.95701963,40.770663,"(40.770662997975194, -73.95701963075567)"
896,Business,2017-04-07,1483 FIRST AVENUE RESTAURANT INC.,1483,1ST AVE,10075,36061013400,-73.95349559,40.771249,"(40.771249003801984, -73.9534955891085)"
897,Business,2016-11-23,75TH & 3RD CORP.,1309,3RD AVE,10021,36061013400,-73.95923938,40.77159976,"(40.771599760777875, -73.95923937903912)"
898,Business,2016-10-14,CALEXICO 122 LLC,1491,2ND AVE,10075,36061013400,-73.95572236,40.77243835,"(40.77243835311453, -73.95572236018138)"
899,Business,2016-08-09,CALEXICO 122 LLC,1491,2ND AVE,10075,36061013400,-73.95572236,40.77243835,"(40.77243835311453, -73.95572236018138)"
900,Business,2016-05-02,UPPER EAST BBQ LLC,1492,2ND AVE,10075,36061013400,-73.95567902,40.77246578,"(40.772465783840595, -73.9556790174208)"
901,Business,2016-02-16,BOCCA NEW YORK LLC,1496,2ND AVE,10075,36061013400,-73.95561397,40.77255634,"(40.77255633518729, -73.95561397028379)"
902,Business,2015-11-30,ZEP LLC,1435,2ND AVE,10021,36061013400,-73.95709190000002,40.77056421,"(40.77056421428121, -73.95709189998405)"
903,Business,2015-09-10,BILTMORE GARAGE RESTAURANT ASSOCIATES LLC,1450,2ND AVE,10021,36061013400,-73.95662940000003,40.77116239,"(40.771162394352885, -73.95662939538269)"
904,Business,2015-06-18,LJ202 LLC,1496,2ND AVE,10075,36061013400,-73.95561397,40.77255634,"(40.77255633518729, -73.95561397028379)"
905,Business,2015-04-23,PQ EAST 77TH INC,252,E 77TH ST,10075,36061013400,-73.95709428,40.77246632,"(40.77246631953379, -73.95709428479995)"
906,Business,2015-04-08,GJD RESTAURANT LLC,1471,2ND AVE,10075,36061013400,-73.95623911,40.77173315,"(40.771733152575024, -73.9562391072631)"
907,Business,2014-11-10,BOQUERIA UES LLC,1460,2ND AVE,10075,36061013400,-73.95632586,40.77157674,"(40.77157673534989, -73.95632585793487)"
908,Business,2014-04-09,OLD HEIDELBERG CORP,1483,2ND AVE,10075,36061013400,-73.95591027,40.77218316,"(40.772183164439845, -73.95591026865137)"
910,Business,2012-11-05,AMBIANCE WINE LLC,1480,2ND AVE,10075,36061013400,-73.95595363,40.77212005,"(40.7721200520263, -73.95595363473284)"
911,Business,2012-02-28,1431 FIRST AVENUE CORP.,1431,1ST AVE,10021,36061013400,-73.95474592,40.76953678,"(40.769536784001325, -73.95474592020076)"
912,Business,2011-10-13,LUMA REST. INC.,1494,2ND AVE,10075,36061013400,-73.95564649,40.77251243,"(40.77251243188781, -73.95564649296037)"
913,Business,2011-03-16,"MXCO CAFE, LLC",1491,2ND AVE,10075,36061013400,-73.95572236,40.77243835,"(40.77243835311453, -73.95572236018138)"
914,Business,2011-03-10,"MXCO CAFE, LLC",1491,2ND AVE,10075,36061013400,-73.95572236,40.77243835,"(40.77243835311453, -73.95572236018138)"
915,Business,2011-01-21,BLT BURGER 2ND AVENUE NYC LLC,1450,2ND AVE,10021,36061013400,-73.95662940000003,40.77116239,"(40.771162394352885, -73.95662939538269)"
916,Business,2011-01-20,1475 SECOND AVENUE BAGEL LLC,1475,2ND AVE,10075,36061013400,-73.95616684,40.77183194,"(40.771831935716804, -73.9561668355012)"
917,Business,2008-03-04,"C & V 77 ENTERPRISES, LLC",1475,1ST AVE,10075,36061013400,-73.95376662,40.77087857,"(40.77087857302991, -73.95376661959637)"
918,Business,2007-10-12,HI-LIFE SECOND AVE. LLC,1503,2ND AVE,10075,36061013400,-73.95539351,40.77289111,"(40.772891108195, -73.95539351275698)"
919,Business,2007-03-01,M.B.R.P. REST. INC.,1454,2ND AVE,10021,36061013400,-73.95653906,40.77128862,"(40.77128861832815, -73.95653905535347)"
920,Business,2006-09-19,LENWICH 77TH LLC,1481,2ND AVE,10075,36061013400,-73.95595363,40.77212005,"(40.7721200520263, -73.95595363473284)"
921,Business,2006-08-30,LENWICH 77TH LLC,1481,2ND AVE,10075,36061013400,-73.95595363,40.77212005,"(40.7721200520263, -73.95595363473284)"
922,Business,2006-07-03,"1431 RESTAURANT, INC.",1435,2ND AVE,10021,36061013400,-73.95709190000002,40.77056421,"(40.77056421428121, -73.95709189998405)"
923,Business,2006-04-26,8868 CORP.,1492,2ND AVE,10075,36061013400,-73.95567902,40.77246578,"(40.772465783840595, -73.9556790174208)"
924,Business,2006-04-07,"HARU TOO, INC.",1327,3RD AVE,10021,36061013400,-73.95877687,40.77223089,"(40.77223088623769, -73.95877686614702)"
925,Business,2006-02-17,"ARKADY, INC.",1484,2ND AVE,10075,36061013400,-73.95580550000003,40.77229017,"(40.772290169125355, -73.95580549715504)"
926,Business,2006-02-10,1483 FIRST AVENUE RESTAURANT INC.,1483,1ST AVE,10075,36061013400,-73.95349559,40.771249,"(40.771249003801984, -73.9534955891085)"
927,Business,2006-01-23,M.B.R.P. REST. INC.,1454,2ND AVE,10021,36061013400,-73.95653906,40.77128862,"(40.77128861832815, -73.95653905535347)"
928,Business,2005-12-15,"BARAONDA RESTAURANT, INC.",1439,2ND AVE,10021,36061013400,-73.95701963,40.770663,"(40.770662997975194, -73.95701963075567)"
929,Business,2005-03-16,"BY THE GLASS, INC. UVA",1486,2ND AVE,10075,36061013400,-73.95577297,40.77233407,"(40.772334072471146, -73.95577297469181)"
930,Business,2005-02-28,1490 REST. INC.,1490,2ND AVE,10075,36061013400,-73.95570793,40.77242188,"(40.77242187913441, -73.95570792963674)"
931,Business,2005-02-23,1291 PUB INC.,1291,3RD AVE,10021,36061013400,-73.95953206,40.77119913,"(40.771199131998024, -73.95953205920537)"
932,Business,2005-02-17,"1337 THIRD AVENUE, LLC",1337,3RD AVE,10075,36061013400,-73.95849501,40.77262054,"(40.77262053798619, -73.95849501490063)"
933,Business,2005-02-11,HARU THIRD AVENUE CORP.,1329,3RD AVE,10075,36061013400,-73.95863594,40.77242297,"(40.772422967462646, -73.95863594264095)"
934,Business,2005-02-03,MEZZALUNA ASSOCIATES,1295,3RD AVE,10021,36061013400,-73.95946702,40.77128969,"(40.77128968553701, -73.95946701854466)"
935,Business,2005-01-26,"FIRST AVENUE BROTHER JIMMY'S, LLC",1485,2ND AVE,10075,36061013400,-73.95586329,40.77224628,"(40.772246275453575, -73.95586329212367)"
936,Business,2005-01-04,C & C FIRST AVE. CORP.,1495,1ST AVE,10075,36061013400,-73.95312336,40.77176486,"(40.771764863976586, -73.95312336396807)"
937,Business,2004-05-21,75TH & 3RD CORP.,1309,3RD AVE,10021,36061013400,-73.95923938,40.77159976,"(40.771599760777875, -73.95923937903912)"
938,Business,2018-08-22,Great Food 57th St LLC,629,W 57TH ST,10019,36061013500,-73.9938769,40.77136527,"(40.77136527071792, -73.993876902808)"
939,Business,2012-03-28,IL BARETTO LLC,750,11TH AVE,10019,36061013500,-73.99340072,40.76755006,"(40.76755005601446, -73.99340071906488)"
940,Business,2008-09-22,GREEK KITCHEN INC.,885,10TH AVE,10019,36061013500,-73.98822346,40.76959173,"(40.76959172989418, -73.98822346039286)"
941,Business,2008-02-25,"DUNMORE NEW YORK, INC.",875,10TH AVE,10019,36061013500,-73.98841846,40.76932825,"(40.769328254631276, -73.98841845812586)"
