GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15
1500000US360610140004,360610140004,"Block Group 4, Census Tract 140, New York County, New York",298,89,232,82,19,25,78,54,62,83,30,33,43,39,0,11,66,46,0,11,19,30,31,35,16,25,0,11,0,11
1500000US360610140005,360610140005,"Block Group 5, Census Tract 140, New York County, New York",465,109,298,90,36,35,55,40,102,84,44,43,61,38,0,11,167,94,49,77,46,43,72,49,0,11,0,11,0,11
1500000US360610140006,360610140006,"Block Group 6, Census Tract 140, New York County, New York",530,112,258,91,48,40,67,39,33,39,18,27,75,77,17,27,272,85,144,67,96,70,16,26,0,11,0,11,16,25
1500000US360610142001,360610142001,"Block Group 1, Census Tract 142, New York County, New York",262,107,229,108,0,11,86,87,79,87,34,41,30,35,0,11,33,37,17,28,16,25,0,11,0,11,0,11,0,11
1500000US360610142002,360610142002,"Block Group 2, Census Tract 142, New York County, New York",475,130,274,110,51,47,52,69,106,55,65,81,0,11,0,11,201,90,104,72,53,46,15,25,29,34,0,11,0,11
1500000US360610142003,360610142003,"Block Group 3, Census Tract 142, New York County, New York",343,106,190,68,27,32,89,55,54,49,20,32,0,11,0,11,153,94,77,71,25,35,0,11,31,47,0,11,20,31
1500000US360610142004,360610142004,"Block Group 4, Census Tract 142, New York County, New York",283,93,145,58,32,38,57,40,0,11,56,45,0,11,0,11,138,85,84,68,40,66,0,11,14,24,0,11,0,11
1500000US360610142005,360610142005,"Block Group 5, Census Tract 142, New York County, New York",169,66,140,57,19,30,56,40,32,28,33,37,0,11,0,11,29,35,10,19,19,31,0,11,0,11,0,11,0,11
1500000US360610142006,360610142006,"Block Group 6, Census Tract 142, New York County, New York",437,104,320,97,36,44,46,42,83,59,21,30,71,52,63,66,117,53,29,34,28,34,0,11,0,11,21,33,39,45
1500000US360610143001,360610143001,"Block Group 1, Census Tract 143, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610144011,360610144011,"Block Group 1, Census Tract 144.01, New York County, New York",435,100,264,82,21,28,94,65,45,41,37,31,33,37,34,38,171,75,67,52,84,52,0,11,0,11,0,11,20,32
1500000US360610144012,360610144012,"Block Group 2, Census Tract 144.01, New York County, New York",806,149,453,109,24,29,189,87,110,62,29,33,93,76,8,14,353,132,61,43,107,104,24,27,31,35,66,52,64,71
1500000US360610144013,360610144013,"Block Group 3, Census Tract 144.01, New York County, New York",603,104,64,33,17,26,31,35,0,11,16,25,0,11,0,11,539,101,207,88,137,80,36,40,0,11,69,49,90,65
1500000US360610144014,360610144014,"Block Group 4, Census Tract 144.01, New York County, New York",767,151,399,116,50,80,181,114,64,52,52,45,52,48,0,11,368,138,214,126,120,84,14,23,0,11,20,25,0,11
1500000US360610144021,360610144021,"Block Group 1, Census Tract 144.02, New York County, New York",621,135,419,104,33,36,149,77,85,57,100,71,21,33,31,34,202,116,114,98,47,53,0,11,22,36,0,11,19,31
1500000US360610144022,360610144022,"Block Group 2, Census Tract 144.02, New York County, New York",579,164,13,22,0,11,0,11,0,11,13,22,0,11,0,11,566,168,193,103,223,109,0,11,25,32,125,104,0,11
1500000US360610144023,360610144023,"Block Group 3, Census Tract 144.02, New York County, New York",643,137,239,100,77,61,100,82,33,32,15,25,14,20,0,11,404,100,160,94,127,59,68,47,17,28,14,22,18,29
1500000US360610144024,360610144024,"Block Group 4, Census Tract 144.02, New York County, New York",1252,192,389,102,16,26,148,107,100,62,101,84,0,11,24,27,863,166,358,130,360,136,17,29,16,25,49,45,63,78
1500000US360610144025,360610144025,"Block Group 5, Census Tract 144.02, New York County, New York",896,126,38,33,18,29,20,33,0,11,0,11,0,11,0,11,858,133,225,99,266,104,129,93,42,48,167,88,29,32
1500000US360610145001,360610145001,"Block Group 1, Census Tract 145, New York County, New York",623,124,162,60,32,36,21,27,61,45,48,37,0,11,0,11,461,124,291,129,155,62,0,11,15,23,0,11,0,11
1500000US360610145002,360610145002,"Block Group 2, Census Tract 145, New York County, New York",796,156,0,11,0,11,0,11,0,11,0,11,0,11,0,11,796,156,228,107,478,167,90,79,0,11,0,11,0,11
1500000US360610145003,360610145003,"Block Group 3, Census Tract 145, New York County, New York",769,151,407,119,25,29,170,82,91,55,121,78,0,11,0,11,362,104,175,67,143,94,13,21,16,26,15,23,0,11
1500000US360610145004,360610145004,"Block Group 4, Census Tract 145, New York County, New York",336,79,224,73,28,30,94,59,70,50,0,11,32,35,0,11,112,65,27,30,37,35,16,25,0,11,32,35,0,11
1500000US360610146011,360610146011,"Block Group 1, Census Tract 146.01, New York County, New York",476,134,71,44,0,11,71,44,0,11,0,11,0,11,0,11,405,134,167,63,238,128,0,11,0,11,0,11,0,11
1500000US360610146012,360610146012,"Block Group 2, Census Tract 146.01, New York County, New York",427,114,18,25,18,25,0,11,0,11,0,11,0,11,0,11,409,113,220,90,120,71,52,66,17,28,0,11,0,11
1500000US360610146013,360610146013,"Block Group 3, Census Tract 146.01, New York County, New York",681,128,0,11,0,11,0,11,0,11,0,11,0,11,0,11,681,128,207,103,283,125,150,105,0,11,41,48,0,11
1500000US360610146014,360610146014,"Block Group 4, Census Tract 146.01, New York County, New York",966,144,183,95,29,49,54,67,34,40,66,62,0,11,0,11,783,157,321,103,244,123,46,42,144,90,28,31,0,11
1500000US360610146021,360610146021,"Block Group 1, Census Tract 146.02, New York County, New York",839,184,249,81,90,69,90,66,57,58,12,21,0,11,0,11,590,173,320,145,203,118,0,11,0,11,0,11,67,108
1500000US360610146022,360610146022,"Block Group 2, Census Tract 146.02, New York County, New York",1089,179,322,117,18,30,141,117,58,56,37,33,68,66,0,11,767,182,481,182,228,111,58,56,0,11,0,11,0,11
1500000US360610146023,360610146023,"Block Group 3, Census Tract 146.02, New York County, New York",786,192,102,98,0,11,80,99,22,37,0,11,0,11,0,11,684,186,377,170,192,136,63,58,0,11,20,33,32,37
1500000US360610146024,360610146024,"Block Group 4, Census Tract 146.02, New York County, New York",674,161,68,50,15,24,0,11,18,29,35,41,0,11,0,11,606,161,340,160,86,93,24,39,44,50,65,52,47,58
1500000US360610146025,360610146025,"Block Group 5, Census Tract 146.02, New York County, New York",508,147,273,97,109,79,89,63,29,43,46,55,0,11,0,11,235,133,138,118,31,36,0,11,0,11,0,11,66,72
1500000US360610146026,360610146026,"Block Group 6, Census Tract 146.02, New York County, New York",759,222,64,46,17,29,47,55,0,11,0,11,0,11,0,11,695,219,163,116,286,172,46,50,0,11,127,88,73,69
1500000US360610147001,360610147001,"Block Group 1, Census Tract 147, New York County, New York",1465,128,248,90,43,32,205,77,0,11,0,11,0,11,0,11,1217,120,637,120,490,123,61,38,19,21,10,16,0,11
1500000US360610148011,360610148011,"Block Group 1, Census Tract 148.01, New York County, New York",568,83,246,59,0,11,158,55,26,22,29,27,24,22,9,13,322,72,140,52,97,52,17,22,16,17,10,15,42,32
1500000US360610148012,360610148012,"Block Group 2, Census Tract 148.01, New York County, New York",853,107,240,73,43,33,109,48,52,50,0,11,36,21,0,11,613,93,135,64,227,62,101,72,30,27,89,48,31,30
1500000US360610148021,360610148021,"Block Group 1, Census Tract 148.02, New York County, New York",863,150,246,76,14,21,141,80,0,11,53,43,23,39,15,23,617,129,363,111,166,77,25,29,49,78,0,11,14,22
1500000US360610148022,360610148022,"Block Group 2, Census Tract 148.02, New York County, New York",725,174,149,81,0,11,65,48,69,70,15,25,0,11,0,11,576,152,151,87,216,116,91,87,16,25,65,67,37,36
1500000US360610148023,360610148023,"Block Group 3, Census Tract 148.02, New York County, New York",632,120,279,90,14,22,118,90,52,42,55,45,40,38,0,11,353,103,157,94,43,32,39,62,12,21,57,46,45,41
1500000US360610148024,360610148024,"Block Group 4, Census Tract 148.02, New York County, New York",715,118,444,97,93,65,191,92,40,38,13,21,55,38,52,66,271,87,120,84,55,30,0,11,54,38,42,39,0,11
1500000US360610148025,360610148025,"Block Group 5, Census Tract 148.02, New York County, New York",441,127,304,111,14,21,116,81,158,106,16,25,0,11,0,11,137,101,78,81,59,59,0,11,0,11,0,11,0,11
1500000US360610149001,360610149001,"Block Group 1, Census Tract 149, New York County, New York",435,126,367,130,68,63,149,103,130,81,20,32,0,11,0,11,68,44,17,27,36,33,15,24,0,11,0,11,0,11
1500000US360610149002,360610149002,"Block Group 2, Census Tract 149, New York County, New York",681,174,304,95,16,25,76,78,82,59,65,52,65,46,0,11,377,143,167,96,145,104,0,11,49,78,16,24,0,11
1500000US360610149003,360610149003,"Block Group 3, Census Tract 149, New York County, New York",761,172,159,83,31,36,48,44,33,53,0,11,29,33,18,26,602,173,119,70,276,116,127,109,0,11,17,28,63,80
1500000US360610149004,360610149004,"Block Group 4, Census Tract 149, New York County, New York",479,115,150,75,14,23,15,25,43,42,63,49,15,24,0,11,329,101,74,54,124,85,49,45,33,36,49,44,0,11
1500000US360610149005,360610149005,"Block Group 5, Census Tract 149, New York County, New York",727,159,214,108,18,32,90,82,33,40,53,60,20,32,0,11,513,165,243,123,156,80,0,11,81,87,0,11,33,39
1500000US360610150011,360610150011,"Block Group 1, Census Tract 150.01, New York County, New York",477,105,400,91,9,14,128,61,83,46,50,34,74,52,56,38,77,54,10,16,11,17,0,11,9,13,26,39,21,23
1500000US360610150012,360610150012,"Block Group 2, Census Tract 150.01, New York County, New York",635,107,273,78,10,15,51,36,100,65,83,60,8,14,21,23,362,85,120,64,83,42,57,45,33,32,69,44,0,11
1500000US360610150021,360610150021,"Block Group 1, Census Tract 150.02, New York County, New York",983,134,727,144,37,34,220,115,232,105,24,27,154,73,60,48,256,93,0,11,123,80,33,39,16,24,84,65,0,11
1500000US360610150022,360610150022,"Block Group 2, Census Tract 150.02, New York County, New York",631,101,529,96,0,11,151,71,137,60,82,54,112,81,47,43,102,67,0,11,102,67,0,11,0,11,0,11,0,11
1500000US360610150023,360610150023,"Block Group 3, Census Tract 150.02, New York County, New York",396,95,281,76,14,23,0,11,86,53,68,45,29,32,84,56,115,55,20,31,44,32,15,26,16,25,20,32,0,11
1500000US360610150024,360610150024,"Block Group 4, Census Tract 150.02, New York County, New York",398,113,208,58,0,11,44,35,45,41,48,46,47,39,24,28,190,108,119,111,17,26,18,29,10,17,26,30,0,11
1500000US360610151000,360610151000,"Block Group 0, Census Tract 151, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610151001,360610151001,"Block Group 1, Census Tract 151, New York County, New York",516,195,0,11,0,11,0,11,0,11,0,11,0,11,0,11,516,195,123,74,206,158,20,34,0,11,70,64,97,112
1500000US360610151002,360610151002,"Block Group 2, Census Tract 151, New York County, New York",977,253,15,26,0,11,0,11,0,11,0,11,15,26,0,11,962,252,235,173,233,168,308,238,45,80,38,52,103,78
1500000US360610151003,360610151003,"Block Group 3, Census Tract 151, New York County, New York",312,137,171,91,0,11,82,103,25,34,0,11,64,57,0,11,141,109,0,11,15,24,0,11,30,55,96,126,0,11
1500000US360610151004,360610151004,"Block Group 4, Census Tract 151, New York County, New York",2192,367,256,123,125,95,131,94,0,11,0,11,0,11,0,11,1936,359,693,307,1095,302,128,99,0,11,20,33,0,11
1500000US360610152000,360610152000,"Block Group 0, Census Tract 152, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610152001,360610152001,"Block Group 1, Census Tract 152, New York County, New York",719,145,0,11,0,11,0,11,0,11,0,11,0,11,0,11,719,145,79,84,293,123,190,98,133,106,11,18,13,21
1500000US360610152002,360610152002,"Block Group 2, Census Tract 152, New York County, New York",733,156,0,11,0,11,0,11,0,11,0,11,0,11,0,11,733,156,129,69,319,121,148,78,137,96,0,11,0,11
1500000US360610152003,360610152003,"Block Group 3, Census Tract 152, New York County, New York",547,120,22,19,0,11,0,11,22,19,0,11,0,11,0,11,525,121,217,114,217,104,31,30,17,23,0,11,43,69
1500000US360610152004,360610152004,"Block Group 4, Census Tract 152, New York County, New York",531,121,15,23,0,11,0,11,0,11,15,23,0,11,0,11,516,117,161,99,278,91,53,81,24,22,0,11,0,11
1500000US360610152005,360610152005,"Block Group 5, Census Tract 152, New York County, New York",605,139,370,116,117,97,77,52,46,44,66,49,64,65,0,11,235,113,64,52,63,92,51,46,32,37,16,26,9,17
1500000US360610152006,360610152006,"Block Group 6, Census Tract 152, New York County, New York",446,99,225,89,10,15,108,60,31,34,61,67,15,24,0,11,221,65,62,47,39,36,10,18,10,18,45,43,55,39
1500000US360610153001,360610153001,"Block Group 1, Census Tract 153, New York County, New York",601,128,225,91,24,40,178,82,23,38,0,11,0,11,0,11,376,139,76,78,195,116,19,30,32,52,54,65,0,11
1500000US360610153002,360610153002,"Block Group 2, Census Tract 153, New York County, New York",869,192,246,126,0,11,133,90,68,64,24,39,0,11,21,33,623,161,171,96,316,147,27,44,15,24,50,59,44,50
1500000US360610153003,360610153003,"Block Group 3, Census Tract 153, New York County, New York",530,201,53,60,0,11,53,60,0,11,0,11,0,11,0,11,477,187,165,138,286,146,26,31,0,11,0,11,0,11
1500000US360610153004,360610153004,"Block Group 4, Census Tract 153, New York County, New York",813,193,454,161,43,52,241,125,156,96,14,23,0,11,0,11,359,175,106,88,14,25,0,11,69,105,26,43,144,96
1500000US360610153005,360610153005,"Block Group 5, Census Tract 153, New York County, New York",635,113,188,90,26,37,0,11,68,76,30,46,51,41,13,21,447,109,154,91,172,104,52,59,0,11,69,65,0,11
1500000US360610153006,360610153006,"Block Group 6, Census Tract 153, New York County, New York",619,185,193,134,0,11,37,44,0,11,59,70,73,116,24,38,426,162,105,85,149,95,105,130,35,58,24,41,8,16
1500000US360610153007,360610153007,"Block Group 7, Census Tract 153, New York County, New York",706,191,601,180,78,74,242,127,188,110,25,41,30,37,38,46,105,77,24,40,38,42,25,41,0,11,18,29,0,11
1500000US360610154001,360610154001,"Block Group 1, Census Tract 154, New York County, New York",2204,427,350,184,58,93,134,121,63,90,43,68,52,66,0,11,1854,424,544,327,407,191,175,162,379,281,243,246,106,120
1500000US360610154002,360610154002,"Block Group 2, Census Tract 154, New York County, New York",695,233,214,120,16,28,150,116,0,11,0,11,48,75,0,11,481,215,342,238,104,92,0,11,0,11,35,41,0,11
1500000US360610154003,360610154003,"Block Group 3, Census Tract 154, New York County, New York",971,362,357,155,0,11,180,107,15,26,162,124,0,11,0,11,614,359,139,117,410,339,0,11,51,84,14,22,0,11
1500000US360610154004,360610154004,"Block Group 4, Census Tract 154, New York County, New York",659,262,439,251,0,11,208,220,0,11,63,83,168,116,0,11,220,141,0,11,0,11,48,73,82,88,90,111,0,11
1500000US360610154005,360610154005,"Block Group 5, Census Tract 154, New York County, New York",609,249,45,71,45,71,0,11,0,11,0,11,0,11,0,11,564,236,122,104,224,113,0,11,0,11,68,91,150,245
1500000US360610154006,360610154006,"Block Group 6, Census Tract 154, New York County, New York",917,342,76,104,0,11,61,101,0,11,15,25,0,11,0,11,841,345,476,285,276,236,75,116,14,22,0,11,0,11
1500000US360610154007,360610154007,"Block Group 7, Census Tract 154, New York County, New York",505,273,315,264,64,98,48,64,203,256,0,11,0,11,0,11,190,132,62,90,47,46,81,95,0,11,0,11,0,11
1500000US360610154008,360610154008,"Block Group 8, Census Tract 154, New York County, New York",477,193,147,145,49,81,98,117,0,11,0,11,0,11,0,11,330,140,149,129,163,128,0,11,18,31,0,11,0,11
1500000US360610154009,360610154009,"Block Group 9, Census Tract 154, New York County, New York",777,273,314,174,0,11,69,102,130,108,68,86,47,77,0,11,463,261,224,161,196,228,31,40,12,19,0,11,0,11
1500000US360610155000,360610155000,"Block Group 0, Census Tract 155, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610155001,360610155001,"Block Group 1, Census Tract 155, New York County, New York",918,241,180,104,0,11,150,106,30,38,0,11,0,11,0,11,738,235,250,182,321,145,167,119,0,11,0,11,0,11
1500000US360610155002,360610155002,"Block Group 2, Census Tract 155, New York County, New York",579,166,15,25,0,11,0,11,15,25,0,11,0,11,0,11,564,164,270,157,294,170,0,11,0,11,0,11,0,11
1500000US360610155003,360610155003,"Block Group 3, Census Tract 155, New York County, New York",426,133,351,135,55,64,111,81,77,64,108,92,0,11,0,11,75,97,0,11,0,11,61,94,0,11,0,11,14,24
1500000US360610155004,360610155004,"Block Group 4, Census Tract 155, New York County, New York",537,155,521,153,24,40,190,98,190,107,0,11,75,73,42,50,16,25,16,25,0,11,0,11,0,11,0,11,0,11
1500000US360610155005,360610155005,"Block Group 5, Census Tract 155, New York County, New York",289,115,272,112,0,11,122,104,122,69,0,11,0,11,28,45,17,37,2,27,15,25,0,11,0,11,0,11,0,11
1500000US360610155006,360610155006,"Block Group 6, Census Tract 155, New York County, New York",2714,348,2012,320,211,131,828,221,416,168,349,179,179,101,29,37,702,256,72,88,236,179,0,11,48,43,222,131,124,70
1500000US360610156011,360610156011,"Block Group 1, Census Tract 156.01, New York County, New York",582,129,31,50,0,11,0,11,31,50,0,11,0,11,0,11,551,123,342,129,183,82,26,29,0,11,0,11,0,11
1500000US360610156012,360610156012,"Block Group 2, Census Tract 156.01, New York County, New York",628,134,0,11,0,11,0,11,0,11,0,11,0,11,0,11,628,134,261,117,269,126,86,74,0,11,0,11,12,19
1500000US360610156013,360610156013,"Block Group 3, Census Tract 156.01, New York County, New York",366,113,12,21,0,11,0,11,12,21,0,11,0,11,0,11,354,111,126,68,193,108,15,24,0,11,20,32,0,11
1500000US360610156014,360610156014,"Block Group 4, Census Tract 156.01, New York County, New York",1337,164,0,11,0,11,0,11,0,11,0,11,0,11,0,11,1337,164,452,132,623,172,86,67,151,72,25,39,0,11
1500000US360610156021,360610156021,"Block Group 1, Census Tract 156.02, New York County, New York",946,97,50,32,9,14,41,33,0,11,0,11,0,11,0,11,896,101,236,103,351,102,55,45,107,60,115,60,32,29
1500000US360610157001,360610157001,"Block Group 1, Census Tract 157, New York County, New York",450,161,110,94,0,11,100,92,0,11,0,11,10,19,0,11,340,138,110,87,60,72,66,83,0,11,56,84,48,77
1500000US360610157002,360610157002,"Block Group 2, Census Tract 157, New York County, New York",647,207,366,158,42,67,249,157,44,47,31,41,0,11,0,11,281,140,96,94,151,124,12,21,0,11,9,15,13,21
1500000US360610157003,360610157003,"Block Group 3, Census Tract 157, New York County, New York",1268,287,448,142,0,11,382,139,42,67,15,24,9,16,0,11,820,272,331,228,61,48,24,28,121,114,283,214,0,11
1500000US360610157004,360610157004,"Block Group 4, Census Tract 157, New York County, New York",625,288,88,88,0,11,42,66,12,21,0,11,34,54,0,11,537,277,371,293,84,111,67,77,0,11,0,11,15,23
1500000US360610157005,360610157005,"Block Group 5, Census Tract 157, New York County, New York",841,272,247,162,0,11,101,130,48,52,44,73,54,59,0,11,594,258,245,250,218,138,45,79,12,20,74,80,0,11
1500000US360610157006,360610157006,"Block Group 6, Census Tract 157, New York County, New York",539,251,245,225,34,60,34,55,165,215,12,22,0,11,0,11,294,152,161,150,20,35,9,13,0,11,12,19,92,91
1500000US360610157007,360610157007,"Block Group 7, Census Tract 157, New York County, New York",781,313,263,158,0,11,83,100,169,128,11,19,0,11,0,11,518,296,253,253,76,80,0,11,10,18,113,94,66,99
1500000US360610157008,360610157008,"Block Group 8, Census Tract 157, New York County, New York",482,176,213,147,0,11,136,128,77,88,0,11,0,11,0,11,269,118,32,52,114,89,71,84,19,25,33,55,0,11
1500000US360610158011,360610158011,"Block Group 1, Census Tract 158.01, New York County, New York",860,152,402,93,67,47,199,76,54,46,36,28,0,11,46,43,458,128,172,85,270,127,0,11,0,11,0,11,16,26
1500000US360610158012,360610158012,"Block Group 2, Census Tract 158.01, New York County, New York",484,97,150,73,33,31,77,58,23,36,0,11,17,26,0,11,334,96,221,93,45,37,0,11,0,11,24,30,44,42
1500000US360610158013,360610158013,"Block Group 3, Census Tract 158.01, New York County, New York",651,120,426,89,87,66,140,65,100,70,56,39,31,34,12,21,225,88,77,48,37,45,0,11,64,78,26,29,21,22
1500000US360610158014,360610158014,"Block Group 4, Census Tract 158.01, New York County, New York",572,122,282,82,43,39,122,70,58,38,16,25,43,41,0,11,290,120,24,37,197,120,39,43,14,23,16,26,0,11
1500000US360610158021,360610158021,"Block Group 1, Census Tract 158.02, New York County, New York",1367,123,32,39,0,11,23,36,0,11,0,11,0,11,9,15,1335,123,619,113,508,105,158,78,33,32,17,19,0,11
1500000US360610158022,360610158022,"Block Group 2, Census Tract 158.02, New York County, New York",496,115,36,19,0,11,0,11,36,19,0,11,0,11,0,11,460,113,306,104,16,13,112,69,14,19,12,13,0,11
1500000US360610159000,360610159000,"Block Group 0, Census Tract 159, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610159001,360610159001,"Block Group 1, Census Tract 159, New York County, New York",1008,233,921,232,88,80,288,160,368,187,103,83,74,90,0,11,87,72,24,40,0,11,16,27,0,11,47,59,0,11
1500000US360610159002,360610159002,"Block Group 2, Census Tract 159, New York County, New York",681,196,419,160,45,38,205,137,81,79,30,45,30,48,28,33,262,159,121,144,91,73,32,51,0,11,14,23,4,18
1500000US360610159003,360610159003,"Block Group 3, Census Tract 159, New York County, New York",782,220,502,208,28,46,243,168,95,79,28,45,108,114,0,11,280,191,182,188,43,54,0,11,17,28,23,36,15,25
1500000US360610159004,360610159004,"Block Group 4, Census Tract 159, New York County, New York",332,166,146,120,0,11,120,111,26,43,0,11,0,11,0,11,186,135,142,152,44,41,0,11,0,11,0,11,0,11
1500000US360610159005,360610159005,"Block Group 5, Census Tract 159, New York County, New York",774,209,240,138,119,156,79,69,16,28,26,42,0,11,0,11,534,173,190,125,216,169,18,30,22,37,88,80,0,11
1500000US360610159006,360610159006,"Block Group 6, Census Tract 159, New York County, New York",547,185,65,64,0,11,19,31,33,53,13,20,0,11,0,11,482,182,127,85,135,83,76,80,85,137,59,64,0,11
1500000US360610159007,360610159007,"Block Group 7, Census Tract 159, New York County, New York",749,196,427,139,58,66,217,130,75,61,77,74,0,11,0,11,322,146,122,104,120,87,19,31,31,49,30,48,0,11
1500000US360610160011,360610160011,"Block Group 1, Census Tract 160.01, New York County, New York",296,65,231,63,47,33,57,40,67,35,19,22,41,30,0,11,65,50,26,42,18,20,10,15,0,11,0,11,11,16
1500000US360610160012,360610160012,"Block Group 2, Census Tract 160.01, New York County, New York",575,96,360,67,47,36,138,53,103,46,46,34,18,20,8,12,215,96,108,82,79,55,0,11,0,11,17,20,11,18
1500000US360610160013,360610160013,"Block Group 3, Census Tract 160.01, New York County, New York",332,89,255,71,10,16,52,32,58,37,52,33,73,65,10,16,77,77,32,51,10,17,35,55,0,11,0,11,0,11
1500000US360610160014,360610160014,"Block Group 4, Census Tract 160.01, New York County, New York",461,87,337,59,27,25,68,38,117,57,67,35,31,28,27,25,124,82,40,43,75,73,0,11,9,14,0,11,0,11
1500000US360610160021,360610160021,"Block Group 1, Census Tract 160.02, New York County, New York",783,97,304,63,32,25,153,54,53,35,41,31,16,13,9,15,479,82,156,55,90,51,48,31,64,49,41,32,80,63
1500000US360610160022,360610160022,"Block Group 2, Census Tract 160.02, New York County, New York",353,56,101,33,13,15,19,21,49,30,0,11,0,11,20,21,252,50,105,44,61,32,11,18,2,12,36,35,37,30
1500000US360610161001,360610161001,"Block Group 1, Census Tract 161, New York County, New York",611,133,158,73,0,11,77,49,31,35,0,11,33,39,17,26,453,135,180,108,109,75,36,41,45,69,33,39,50,53
1500000US360610161002,360610161002,"Block Group 2, Census Tract 161, New York County, New York",614,149,206,74,0,11,64,54,81,51,16,26,45,41,0,11,408,141,202,112,104,71,0,11,43,48,39,46,20,33
1500000US360610161003,360610161003,"Block Group 3, Census Tract 161, New York County, New York",540,108,43,32,0,11,0,11,14,22,13,21,16,24,0,11,497,110,210,98,147,74,0,11,43,54,39,44,58,41
1500000US360610161004,360610161004,"Block Group 4, Census Tract 161, New York County, New York",597,134,104,77,0,11,63,53,18,28,0,11,23,38,0,11,493,116,234,101,191,108,35,40,0,11,17,27,16,25
1500000US360610161005,360610161005,"Block Group 5, Census Tract 161, New York County, New York",834,171,135,65,0,11,68,50,47,34,0,11,20,31,0,11,699,178,260,161,242,124,51,51,60,46,68,56,18,29
1500000US360610161006,360610161006,"Block Group 6, Census Tract 161, New York County, New York",504,129,152,74,17,27,79,52,17,28,39,46,0,11,0,11,352,129,62,51,97,60,0,11,90,93,87,72,16,25
1500000US360610162000,360610162000,"Block Group 0, Census Tract 162, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610162001,360610162001,"Block Group 1, Census Tract 162, New York County, New York",798,161,118,67,44,54,17,27,11,18,0,11,46,37,0,11,680,168,146,106,228,131,155,89,43,54,108,67,0,11
1500000US360610162002,360610162002,"Block Group 2, Census Tract 162, New York County, New York",925,174,148,97,11,19,49,76,26,31,27,31,26,31,9,14,777,185,130,134,127,67,106,106,193,108,221,115,0,11
1500000US360610162003,360610162003,"Block Group 3, Census Tract 162, New York County, New York",374,110,0,11,0,11,0,11,0,11,0,11,0,11,0,11,374,110,0,11,212,108,52,45,12,19,69,71,29,29
1500000US360610162004,360610162004,"Block Group 4, Census Tract 162, New York County, New York",899,188,0,11,0,11,0,11,0,11,0,11,0,11,0,11,899,188,115,72,494,179,173,115,49,60,29,35,39,39
1500000US360610162005,360610162005,"Block Group 5, Census Tract 162, New York County, New York",779,169,0,11,0,11,0,11,0,11,0,11,0,11,0,11,779,169,246,117,201,107,231,116,15,26,86,51,0,11
1500000US360610163000,360610163000,"Block Group 0, Census Tract 163, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610163001,360610163001,"Block Group 1, Census Tract 163, New York County, New York",716,125,271,83,12,20,139,76,60,50,30,33,15,23,15,24,445,101,196,98,127,65,48,46,13,20,31,35,30,34
1500000US360610163002,360610163002,"Block Group 2, Census Tract 163, New York County, New York",1200,191,417,90,58,48,135,74,91,48,29,33,66,53,38,60,783,194,281,156,348,171,32,35,17,26,16,25,89,61
1500000US360610163003,360610163003,"Block Group 3, Census Tract 163, New York County, New York",318,68,0,11,0,11,0,11,0,11,0,11,0,11,0,11,318,68,102,52,141,61,18,29,0,11,43,39,14,23
1500000US360610163004,360610163004,"Block Group 4, Census Tract 163, New York County, New York",741,144,242,87,16,23,71,48,58,45,69,69,0,11,28,34,499,140,152,92,162,97,61,48,45,41,27,32,52,56
1500000US360610163005,360610163005,"Block Group 5, Census Tract 163, New York County, New York",850,151,355,86,131,72,110,61,67,45,30,24,17,26,0,11,495,148,117,101,301,123,18,28,14,22,18,27,27,32
1500000US360610164001,360610164001,"Block Group 1, Census Tract 164, New York County, New York",617,157,0,11,0,11,0,11,0,11,0,11,0,11,0,11,617,157,252,93,289,142,53,43,23,33,0,11,0,11
1500000US360610164002,360610164002,"Block Group 2, Census Tract 164, New York County, New York",908,141,0,11,0,11,0,11,0,11,0,11,0,11,0,11,908,141,290,127,390,133,145,93,60,52,23,40,0,11
